Time,Altitude,Velocity,Acceleration_m_s2,Calculated_Cd,Mach,,,
284.972,1752.701,-27.2484,0.0392,0,-0.079441399,,,
285.472,1738.57,-27.2288,0.0392,0,-0.079384257,,,
285.972,1724.45,-27.2092,0.0392,0,-0.079327114,,,
286.472,1710.339,-27.1896,0.0392,0,-0.079269971,,,
286.972,1696.239,-27.17,0.0392,0,-0.079212828,,,
287.472,1682.148,-27.1504,0.0392,0,-0.079155685,,,
287.972,1668.067,-27.1307,0.0392,0,-0.079098251,,,
288.472,1653.996,-27.1111,0.0392,0,-0.079041108,,,
288.972,1639.935,-27.0915,0.0392,0,-0.078983965,,,
289.472,1625.884,-27.0719,0.0392,0,-0.078926822,,,
289.972,1611.842,-27.0523,0.0392,0,-0.078869679,,,
290.472,1597.81,-27.0327,0.0392,0,-0.078812536,,,
290.972,1583.788,-27.0131,0.0392,0,-0.078755394,,,
291.472,1569.776,-26.9934,0.0392,0,-0.078697959,,,
291.972,1555.774,-26.9738,0.0392,0,-0.078640816,,,
292.472,1541.781,-26.9542,0.0392,0,-0.078583673,,,
292.972,1527.797,-26.9346,0.0392,0,-0.078526531,,,
293.472,1513.823,-26.915,0.0392,0,-0.078469388,,,
293.972,1499.858,-26.8954,0.0392,0,-0.078412245,,,
294.472,1485.903,-26.8758,0.0392,0,-0.078355102,,,
294.972,1471.957,-26.8562,0.0392,0,-0.078297959,,,
295.472,1458.021,-26.8365,0.0392,0,-0.078240525,,,
295.972,1444.095,-26.8169,0.0392,0,-0.078183382,,,
296.472,1430.178,-26.7973,0.0392,0,-0.078126239,,,
296.972,1416.271,-26.7777,0.0392,0,-0.078069096,,,
297.472,1402.374,-26.7581,0.0392,0,-0.078011953,,,
297.972,1388.487,-26.7385,0.0392,0,-0.07795481,,,
298.472,1374.609,-26.7189,0.0392,0,-0.077897668,,,
298.972,1360.742,-26.6992,0.0392,0,-0.077840233,,,
299.472,1346.884,-26.6796,0.0392,0,-0.07778309,,,
299.972,1333.035,-26.66,0.0392,0,-0.077725948,,,
300.472,1319.196,-26.6404,0.0392,0,-0.077668805,,,
300.972,1305.367,-26.6208,0.0392,0,-0.077611662,,,
301.472,1291.547,-26.6012,0.0392,0,-0.077554519,,,
301.972,1277.737,-26.5816,0.0392,0,-0.077497376,,,
302.472,1263.936,-26.562,0.0392,0,-0.077440233,,,
302.473,1263.909,-26.4163,291.2085,0,-0.077015452,,,
302.476,1263.816,-25.5748,269.7907,0,-0.074562099,,,
302.48,1263.719,-24.5369,249.1576,0,-0.071536152,,,
302.484,1263.618,-23.58,229.3187,0,-0.068746356,,,
302.488,1263.513,-22.7008,210.2742,0,-0.06618309,,,
302.493,1263.403,-21.6951,192.0142,0,-0.06325102,,,
302.498,1263.288,-20.7787,174.5486,0,-0.0605793,,,
302.504,1263.168,-19.7814,157.8773,0,-0.05767172,,,
302.51,1263.04,-18.8818,141.9905,0,-0.05504898,,,
302.517,1262.906,-17.9407,126.8981,0,-0.052305248,,,
302.525,1262.763,-16.9827,112.5901,0,-0.049512245,,,
302.534,1262.612,-16.0302,99.0766,0,-0.046735277,,,
302.544,1262.449,-15.1031,86.3574,0,-0.044032362,,,
302.556,1262.274,-14.1384,74.4227,0,-0.041219825,,,
302.569,1262.085,-13.2433,63.2823,0,-0.038610204,,,
302.585,1261.878,-12.3136,52.9265,0,-0.035899708,,,
302.604,1261.65,-11.3989,43.3552,0,-0.033232945,,,
302.627,1261.394,-10.5026,34.5881,0,-0.030619825,,,
302.656,1261.102,-9.6153,26.6054,0,-0.028032945,,,
302.693,1260.76,-8.7639,19.4172,0,-0.025550729,,,
302.745,1260.343,-7.9204,13.0232,0,-0.023091545,,,
302.822,1259.799,-7.1325,7.4432,0,-0.020794461,,,
302.954,1258.99,-6.4658,2.6576,0,-0.018850729,,,
303.18,1257.793,-6.1511,0.1275,0,-0.017933236,,,
303.432,1256.533,-6.1348,0.002,0,-0.017885714,,,
303.686,1255.27,-6.1344,0.001,0,-0.017884548,,,
303.94,1254.006,-6.1256,0.0686,0,-0.017858892,,,
304.194,1252.745,-6.1243,-0.0588,0,-0.017855102,,,
304.449,1251.48,-6.1293,0.0196,0,-0.017869679,,,
304.703,1250.217,-6.1281,-0.0098,0,-0.017866181,,,
304.958,1248.954,-6.1306,-0.0098,0,-0.017873469,,,
305.212,1247.691,-6.1256,0.049,0,-0.017858892,,,
305.466,1246.43,-6.1231,-0.0294,0,-0.017851603,,,
305.72,1245.166,-6.1281,-0.0098,0,-0.017866181,,,
305.974,1243.903,-6.1288,0.004,0,-0.017868222,,,
306.228,1242.641,-6.1275,0.006,0,-0.017864431,,,
306.482,1241.38,-6.1056,0.1667,0,-0.017800583,,,
306.736,1240.123,-6.0919,-0.0588,0,-0.017760641,,,
306.992,1238.86,-6.112,-0.0981,0,-0.017819242,,,
307.248,1237.595,-6.122,0.0196,0,-0.017848397,,,
307.502,1236.334,-6.1206,-0.008,0,-0.017844315,,,
307.756,1235.073,-6.1241,-0.0196,0,-0.017854519,,,
308.01,1233.811,-6.126,0.004,0,-0.017860058,,,
308.264,1232.55,-6.1258,-0.002,0,-0.017859475,,,
308.517,1231.289,-6.1249,0.009,0,-0.017856851,,,
308.771,1230.029,-6.1138,0.0785,0,-0.01782449,,,
309.025,1228.771,-6.1076,-0.0294,0,-0.017806414,,,
309.28,1227.51,-6.1126,-0.0098,0,-0.017820991,,,
309.534,1226.249,-6.1142,-0.003,0,-0.017825656,,,
309.788,1224.989,-6.1096,0.0392,0,-0.017812245,,,
310.042,1223.73,-6.1096,-0.0392,0,-0.017812245,,,
310.297,1222.47,-6.1171,-0.0196,0,-0.017834111,,,
310.551,1221.21,-6.1207,-0.009,0,-0.017844606,,,
310.805,1219.95,-6.1157,0.049,0,-0.017830029,,,
311.058,1218.692,-6.1132,-0.0294,0,-0.017822741,,,
311.312,1217.432,-6.1132,0.0294,0,-0.017822741,,,
311.566,1216.174,-6.1144,-0.0392,0,-0.017826239,,,
311.82,1214.914,-6.1157,0.0294,0,-0.017830029,,,
312.074,1213.657,-6.1157,-0.0294,0,-0.017830029,,,
312.328,1212.397,-6.0932,0.2059,0,-0.017764431,,,
312.581,1211.146,-6.0883,-0.1667,0,-0.017750146,,,
312.837,1209.882,-6.1134,-0.0294,0,-0.017823324,,,
313.091,1208.623,-6.1159,0.0098,0,-0.017830612,,,
313.345,1207.366,-6.1134,0.0098,0,-0.017823324,,,
313.598,1206.109,-6.1159,-0.0294,0,-0.017830612,,,
313.852,1204.85,-6.1195,0.001,0,-0.017841108,,,
314.105,1203.593,-6.1181,0.0098,0,-0.017837026,,,
314.359,1202.336,-6.1106,0.049,0,-0.01781516,,,
314.612,1201.081,-6.1094,-0.0392,0,-0.017811662,,,
314.866,1199.823,-6.1151,-0.006,0,-0.01782828,,,
315.12,1198.566,-6.1164,-0.004,0,-0.01783207,,,
315.373,1197.309,-6.1157,0.0098,0,-0.017830029,,,
315.626,1196.053,-6.1045,0.0785,0,-0.017797376,,,
315.88,1194.799,-6.102,-0.0588,0,-0.017790087,,,
316.134,1193.541,-6.1092,0.002,0,-0.017811079,,,
316.388,1192.285,-6.1115,-0.0196,0,-0.017817784,,,
316.641,1191.029,-6.1135,0.004,0,-0.017823615,,,
316.895,1189.773,-6.113,-0.0004,0,-0.017822157,,,
317.148,1188.518,-6.1125,0.004,0,-0.0178207,,,
317.401,1187.263,-6.1125,-0.004,0,-0.0178207,,,
317.654,1186.007,-6.1093,0.0294,0,-0.01781137,,,
317.907,1184.753,-6.1068,-0.0098,0,-0.017804082,,,
318.161,1183.498,-6.1092,-0.009,0,-0.017811079,,,
318.414,1182.243,-6.1099,0.004,0,-0.01781312,,,
318.667,1180.989,-6.1056,0.0294,0,-0.017800583,,,
318.92,1179.735,-6.101,0.007,0,-0.017787172,,,
319.174,1178.481,-6.1051,-0.0392,0,-0.017799125,,,
319.428,1177.226,-6.1076,0.0196,0,-0.017806414,,,
319.681,1175.972,-6.1064,-0.0098,0,-0.017802915,,,
319.934,1174.718,-6.1075,0.001,0,-0.017806122,,,
320.187,1173.465,-6.095,0.0981,0,-0.017769679,,,
320.44,1172.214,-6.0838,-0.0098,0,-0.017737026,,,
320.694,1170.961,-6.0938,-0.0686,0,-0.017766181,,,
320.948,1169.705,-6.0987,0.0294,0,-0.017780466,,,
321.201,1168.453,-6.0975,-0.0196,0,-0.017776968,,,
321.455,1167.2,-6.0987,0.0098,0,-0.017780466,,,
321.708,1165.947,-6.1012,-0.0294,0,-0.017787755,,,
321.961,1164.694,-6.1037,0.0098,0,-0.017795044,,,
322.214,1163.442,-6.1,0.0196,0,-0.017784257,,,
322.467,1162.19,-6.0985,-0.008,0,-0.017779883,,,
322.72,1160.938,-6.076,0.1863,0,-0.017714286,,,
322.973,1159.692,-6.0772,-0.1961,0,-0.017717784,,,
323.229,1158.434,-6.1018,0.004,0,-0.017789504,,,
323.482,1157.182,-6.1009,0.003,0,-0.01778688,,,
323.734,1155.931,-6.1007,-0.001,0,-0.017786297,,,
323.987,1154.679,-6.1007,0.001,0,-0.017786297,,,
324.24,1153.428,-6.1005,0.0004,0,-0.017785714,,,
324.493,1152.177,-6.0818,0.1471,0,-0.017731195,,,
324.746,1150.931,-6.0756,-0.0981,0,-0.01771312,,,
325,1149.677,-6.0943,-0.049,0,-0.017767638,,,
325.254,1148.425,-6.1003,0.002,0,-0.017785131,,,
325.506,1147.175,-6.0926,0.0588,0,-0.017762682,,,
325.759,1145.927,-6.0901,-0.0392,0,-0.017755394,,,
326.012,1144.675,-6.0938,0.0098,0,-0.017766181,,,
326.265,1143.426,-6.0951,-0.0196,0,-0.017769971,,,
326.518,1142.175,-6.0938,0.0294,0,-0.017766181,,,
326.771,1140.926,-6.0938,-0.0294,0,-0.017766181,,,
327.024,1139.676,-6.0975,0.0002,0,-0.017776968,,,
327.277,1138.427,-6.097,0.004,0,-0.01777551,,,
327.529,1137.177,-6.0968,-0.002,0,-0.017774927,,,
327.782,1135.928,-6.0973,-0.002,0,-0.017776385,,,
328.035,1134.679,-6.0963,0.0098,0,-0.017773469,,,
328.287,1133.431,-6.0963,-0.0098,0,-0.017773469,,,
328.54,1132.182,-6.097,0.004,0,-0.01777551,,,
328.792,1130.934,-6.0891,0.0588,0,-0.017752478,,,
329.045,1129.687,-6.0866,-0.0392,0,-0.01774519,,,
329.298,1128.438,-6.0909,0.005,0,-0.017757726,,,
329.55,1127.19,-6.0841,0.049,0,-0.017737901,,,
329.803,1125.944,-6.0866,-0.0686,0,-0.01774519,,,
330.056,1124.694,-6.0948,0.004,0,-0.017769096,,,
330.309,1123.447,-6.0906,0.0294,0,-0.017756851,,,
330.561,1122.2,-6.0906,-0.0294,0,-0.017756851,,,
330.814,1120.952,-6.0881,0.049,0,-0.017749563,,,
331.066,1119.707,-6.0868,-0.0392,0,-0.017745773,,,
331.319,1118.458,-6.0927,-0.007,0,-0.017762974,,,
331.572,1117.211,-6.0935,0.0006,0,-0.017765306,,,
331.824,1115.965,-6.0922,0.0098,0,-0.017761516,,,
332.077,1114.719,-6.0922,-0.0098,0,-0.017761516,,,
332.329,1113.472,-6.0932,0.002,0,-0.017764431,,,
332.581,1112.226,-6.083,0.0785,0,-0.017734694,,,
332.833,1110.982,-6.0806,-0.0588,0,-0.017727697,,,
333.087,1109.735,-6.088,-0.0001,0,-0.017749271,,,
333.339,1108.489,-6.0892,-0.009,0,-0.01775277,,,
333.591,1107.243,-6.0907,-0.003,0,-0.017757143,,,
333.844,1105.998,-6.0906,0.004,0,-0.017756851,,,
334.096,1104.752,-6.0892,0.007,0,-0.01775277,,,
334.348,1103.507,-6.0784,0.0785,0,-0.017721283,,,
334.6,1102.265,-6.0624,0.049,0,-0.017674636,,,
334.853,1101.022,-6.0648,-0.0686,0,-0.017681633,,,
335.107,1099.775,-6.0798,-0.049,0,-0.017725364,,,
335.36,1098.529,-6.0869,-0.007,0,-0.017746064,,,
335.612,1097.284,-6.0853,0.0196,0,-0.017741399,,,
335.864,1096.041,-6.0834,-0.005,0,-0.01773586,,,
336.117,1094.796,-6.0779,0.049,0,-0.017719825,,,
336.369,1093.554,-6.0779,-0.049,0,-0.017719825,,,
336.622,1092.308,-6.0828,0.0098,0,-0.017734111,,,
336.874,1091.065,-6.0828,-0.0098,0,-0.017734111,,,
337.126,1089.821,-6.0831,0.008,0,-0.017734985,,,
337.378,1088.578,-6.0822,-0.001,0,-0.017732362,,,
337.63,1087.335,-6.0811,0.0098,0,-0.017729155,,,
337.882,1086.092,-6.0811,-0.0098,0,-0.017729155,,,
338.135,1084.849,-6.0811,0.0098,0,-0.017729155,,,
338.387,1083.607,-6.0807,-0.007,0,-0.017727988,,,
338.639,1082.364,-6.0569,0.1961,0,-0.017658601,,,
338.891,1081.128,-6.0495,-0.1373,0,-0.017637026,,,
339.145,1079.881,-6.0744,-0.0588,0,-0.017709621,,,
339.398,1078.637,-6.0826,-0.006,0,-0.017733528,,,
339.65,1077.395,-6.0796,0.0294,0,-0.017724781,,,
339.902,1076.154,-6.0784,-0.0196,0,-0.017721283,,,
340.154,1074.912,-6.0759,0.0392,0,-0.017713994,,,
340.406,1073.671,-6.0759,-0.0392,0,-0.017713994,,,
340.658,1072.429,-6.0799,0.008,0,-0.017725656,,,
340.91,1071.188,-6.0764,0.0196,0,-0.017715452,,,
341.162,1069.947,-6.0764,-0.0196,0,-0.017715452,,,
341.414,1068.706,-6.0739,0.0392,0,-0.017708163,,,
341.666,1067.466,-6.0702,-0.0098,0,-0.017697376,,,
341.918,1066.225,-6.0603,0.0883,0,-0.017668513,,,
342.171,1064.987,-6.064,-0.1177,0,-0.0176793,,,
342.424,1063.743,-6.074,0.0392,0,-0.017708455,,,
342.675,1062.505,-6.0693,-0.002,0,-0.017694752,,,
342.928,1061.264,-6.072,-0.0196,0,-0.017702624,,,
343.18,1060.024,-6.0733,0.0098,0,-0.017706414,,,
343.432,1058.785,-6.0745,-0.0196,0,-0.017709913,,,
343.684,1057.544,-6.0708,0.049,0,-0.017699125,,,
343.936,1056.306,-6.0708,-0.049,0,-0.017699125,,,
344.188,1055.065,-6.0745,0.0196,0,-0.017709913,,,
344.44,1053.827,-6.0714,0.005,0,-0.017700875,,,
344.691,1052.588,-6.0732,-0.0196,0,-0.017706122,,,
344.943,1051.348,-6.0757,0.0001,0,-0.017713411,,,
345.443,1048.887,-6.0462,0.1177,0,-0.017627405,,,
345.695,1047.652,-6.0462,-0.1177,0,-0.017627405,,,
345.948,1046.41,-6.0574,0.0294,0,-0.017660058,,,
346.199,1045.173,-6.0574,-0.0294,0,-0.017660058,,,
346.451,1043.934,-6.0609,0.002,0,-0.017670262,,,
346.702,1042.696,-6.0604,0.002,0,-0.017668805,,,
346.954,1041.458,-6.0552,0.0392,0,-0.017653644,,,
347.205,1040.222,-6.0515,-0.0098,0,-0.017642857,,,
347.457,1038.984,-6.054,-0.0098,0,-0.017650146,,,
347.709,1037.747,-6.049,0.049,0,-0.017635569,,,
347.96,1036.511,-6.0502,-0.0588,0,-0.017639067,,,
348.212,1035.272,-6.0527,0.0392,0,-0.017646356,,,
348.464,1034.037,-6.0527,-0.0392,0,-0.017646356,,,
348.715,1032.799,-6.0564,0.0098,0,-0.017657143,,,
348.967,1031.563,-6.0527,0.0196,0,-0.017646356,,,
349.218,1030.327,-6.0539,-0.0294,0,-0.017649854,,,
349.47,1029.09,-6.0539,0.0294,0,-0.017649854,,,
349.721,1027.854,-6.0527,-0.0196,0,-0.017646356,,,
349.972,1026.618,-6.0527,0.0196,0,-0.017646356,,,
350.224,1025.383,-6.0515,-0.0098,0,-0.017642857,,,
350.475,1024.146,-6.0529,-0.002,0,-0.017646939,,,
350.726,1022.911,-6.0529,0.002,0,-0.017646939,,,
350.977,1021.676,-6.0515,0.0098,0,-0.017642857,,,
351.229,1020.441,-6.0493,0.007,0,-0.017636443,,,
351.48,1019.206,-6.0492,-0.006,0,-0.017636152,,,
351.731,1017.971,-6.0487,0.0098,0,-0.017634694,,,
351.982,1016.736,-6.0485,-0.008,0,-0.017634111,,,
352.234,1015.502,-6.0335,0.1275,0,-0.017590379,,,
352.485,1014.271,-6.0347,-0.1373,0,-0.017593878,,,
352.738,1013.032,-6.0517,0.003,0,-0.01764344,,,
352.989,1011.798,-6.0488,0.0196,0,-0.017634985,,,
353.24,1010.565,-6.0439,0.0196,0,-0.0176207,,,
353.491,1009.332,-6.039,0.0196,0,-0.017606414,,,
353.743,1008.098,-6.0242,0.0981,0,-0.017563265,,,
353.994,1006.868,-6.0315,-0.1569,0,-0.017584548,,,
354.247,1005.63,-6.0477,0.0294,0,-0.017631778,,,
354.498,1004.397,-6.043,0.008,0,-0.017618076,,,
354.75,1003.164,-6.0469,-0.0392,0,-0.017629446,,,
355.001,1001.93,-6.0432,0.0686,0,-0.017618659,,,
355.252,1000.7,-6.042,-0.0588,0,-0.01761516,,,
355.504,999.465,-6.0321,0.1373,0,-0.017586297,,,
355.755,998.237,-6.0321,-0.1373,0,-0.017586297,,,
356.008,997,-6.0395,0.0785,0,-0.017607872,,,
356.259,995.77,-6.026,0.0294,0,-0.017568513,,,
356.51,994.539,-6.0334,-0.0883,0,-0.017590087,,,
356.763,993.304,-6.047,-0.0196,0,-0.017629738,,,
357.014,992.071,-6.0494,0.001,0,-0.017636735,,,
357.264,990.84,-6.0443,0.0392,0,-0.017621866,,,
357.515,989.61,-6.0357,0.0294,0,-0.017596793,,,
357.766,988.379,-6.0407,-0.0686,0,-0.01761137,,,
358.018,987.146,-6.0492,0.001,0,-0.017636152,,,
358.269,985.915,-6.0478,0.0098,0,-0.01763207,,,
358.519,984.684,-6.0476,-0.008,0,-0.017631487,,,
358.77,983.453,-6.0363,0.0981,0,-0.017598542,,,
359.021,982.226,-6.0351,-0.0883,0,-0.017595044,,,
359.273,980.993,-6.0472,-0.008,0,-0.017630321,,,
359.523,979.762,-6.0433,0.0392,0,-0.01761895,,,
359.774,978.533,-6.0359,0.0196,0,-0.017597376,,,
360.025,977.304,-6.0408,-0.0588,0,-0.017611662,,,
360.276,976.072,-6.0445,0.0294,0,-0.017622449,,,
360.527,974.843,-6.0445,-0.0294,0,-0.017622449,,,
360.778,973.613,-6.048,0.002,0,-0.017632653,,,
361.029,972.384,-6.0403,0.0588,0,-0.017610204,,,
361.279,971.156,-6.0293,0.0294,0,-0.017578134,,,
361.53,969.928,-6.0342,-0.0686,0,-0.01759242,,,
361.782,968.697,-6.0453,-0.0196,0,-0.017624781,,,
362.033,967.468,-6.0473,0.004,0,-0.017630612,,,
362.283,966.239,-6.0473,-0.004,0,-0.017630612,,,
362.534,965.011,-6.0416,0.049,0,-0.017613994,,,
362.784,963.784,-6.0416,-0.049,0,-0.017613994,,,
363.035,962.554,-6.0453,0.0196,0,-0.017624781,,,
363.286,961.327,-6.038,0.0392,0,-0.017603499,,,
363.536,960.1,-6.038,-0.0392,0,-0.017603499,,,
363.788,958.871,-6.0454,-0.0196,0,-0.017625073,,,
364.038,957.643,-6.0478,0.0004,0,-0.01763207,,,
364.288,956.416,-6.0404,0.0588,0,-0.017610496,,,
364.539,955.191,-6.0391,-0.049,0,-0.017606706,,,
364.79,953.962,-6.0416,0.0294,0,-0.017613994,,,
365.04,952.736,-6.0428,-0.0392,0,-0.017617493,,,
365.291,951.508,-6.0404,0.0588,0,-0.017610496,,,
365.541,950.283,-6.0379,-0.0392,0,-0.017603207,,,
365.792,949.055,-6.0416,0.0098,0,-0.017613994,,,
366.043,947.829,-6.0379,0.0196,0,-0.017603207,,,
366.293,946.604,-6.0404,-0.0392,0,-0.017610496,,,
366.544,945.377,-6.0342,0.0883,0,-0.01759242,,,
366.794,944.153,-6.0305,-0.0588,0,-0.017581633,,,
367.045,942.926,-6.0244,0.1079,0,-0.017563848,,,
367.296,941.704,-6.0268,-0.1275,0,-0.017570845,,,
367.548,940.474,-6.042,0.007,0,-0.01761516,,,
367.798,939.249,-6.0424,-0.0098,0,-0.017616327,,,
368.048,938.024,-6.0431,0.004,0,-0.017618367,,,
368.298,936.799,-6.043,-0.003,0,-0.017618076,,,
368.549,935.574,-6.0432,0.0009,0,-0.017618659,,,
368.799,934.349,-6.0429,0.002,0,-0.017617784,,,
369.049,933.125,-6.034,0.0686,0,-0.017591837,,,
369.299,931.902,-6.034,-0.0686,0,-0.017591837,,,
369.55,930.676,-6.0415,0.009,0,-0.017613703,,,
369.8,929.452,-6.0411,-0.006,0,-0.017612536,,,
370.05,928.228,-6.0358,0.049,0,-0.017597085,,,
370.3,927.006,-6.0345,-0.0392,0,-0.017593294,,,
370.55,925.781,-6.0358,0.0294,0,-0.017597085,,,
370.8,924.558,-6.0311,0.008,0,-0.017583382,,,
371.05,923.335,-6.0338,-0.0294,0,-0.017591254,,,
371.301,922.111,-6.0376,-0.001,0,-0.017602332,,,
371.551,920.888,-6.0291,0.0686,0,-0.017577551,,,
371.801,919.667,-5.9997,0.1667,0,-0.017491837,,,
372.051,918.449,-6.0058,-0.2157,0,-0.017509621,,,
372.304,917.22,-6.0338,-0.005,0,-0.017591254,,,
372.554,915.997,-6.0332,0.0098,0,-0.017589504,,,
372.804,914.776,-6.0331,-0.009,0,-0.017589213,,,
373.054,913.553,-6.0341,0.001,0,-0.017592128,,,
373.304,912.331,-6.0315,0.0196,0,-0.017584548,,,
373.553,911.11,-6.0119,0.1373,0,-0.017527405,,,
373.803,909.893,-6.0132,-0.1471,0,-0.017531195,,,
374.055,908.667,-6.0329,-0.0098,0,-0.01758863,,,
374.305,907.445,-6.0341,0.0006,0,-0.017592128,,,
374.555,906.224,-6.0329,0.009,0,-0.01758863,,,
374.805,905.003,-6.0269,0.0392,0,-0.017571137,,,
375.055,903.783,-6.0281,-0.049,0,-0.017574636,,,
375.305,902.561,-6.0269,0.0588,0,-0.017571137,,,
375.555,901.342,-6.0256,-0.049,0,-0.017567347,,,
375.805,900.12,-6.0319,-0.0009,0,-0.017585714,,,
376.055,898.9,-6.0328,-0.006,0,-0.017588338,,,
376.305,897.679,-6.0298,0.0294,0,-0.017579592,,,
376.554,896.46,-6.0255,0.005,0,-0.017567055,,,
376.804,895.24,-6.0286,-0.0294,0,-0.017576093,,,
377.054,894.02,-6.031,0.0098,0,-0.01758309,,,
377.304,892.801,-6.0323,-0.0196,0,-0.01758688,,,
377.554,891.581,-6.0337,0.008,0,-0.017590962,,,
377.803,890.362,-6.0335,-0.006,0,-0.017590379,,,
378.053,889.142,-6.0256,0.0686,0,-0.017567347,,,
378.302,887.925,-6.0244,-0.0588,0,-0.017563848,,,
378.553,886.705,-6.033,-0.0098,0,-0.017588921,,,
378.802,885.486,-6.0294,0.0392,0,-0.017578426,,,
379.052,884.268,-6.0238,0.005,0,-0.017562099,,,
379.302,883.05,-6.0159,0.0588,0,-0.017539067,,,
379.552,881.833,-6.0073,0.0098,0,-0.017513994,,,
379.802,880.616,-6.0146,-0.0686,0,-0.017535277,,,
380.053,879.396,-6.0269,-0.0294,0,-0.017571137,,,
380.303,878.177,-6.022,0.0686,0,-0.017556851,,,
380.552,876.961,-6.0172,-0.0294,0,-0.017542857,,,
380.955,875,-6.027,-0.0196,0,-0.017571429,,,
